,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125
sample_10,0,3.492071087,3.553372792,7.151706634,10.2534457,0,8.301258394,0,0,0,0,1.999567127,3.38196164,0,0,0,0,0,1.651683181,7.96522441,2.146394549,0,8.115407855,0,0,0,3.920035993,9.540532983,7.617298483,8.353230649,0,0.514400039,7.342919142,2.146394549,13.92787053,8.788737906,0.892818428,0,9.975074121,0,8.794315134,0,0,0,0,4.279575297,9.977537525,9.375406577,11.52739881,0.514400039,8.685757978,9.354787124,10.95175825,9.879834398,8.056269205,7.585473365,10.5232777,6.046955906,10.01623722,4.691947261,6.737064776,3.960298552,2.279649579,3.321423063,9.15240147,9.978753353,10.79082904,5.140463748,7.237840927,7.040706165,8.032861232,6.295374062,7.021812824,9.315554909,0.892818428,7.136068312,4.03760186,2.279649579,8.572359168,8.584936201,10.01683614,7.052763657,8.630871383,11.12087936,4.871577553,3.878617454,10.17649731,3.651556905,9.341509928,6.612045761,9.81000762,2.279649579,5.94028188,6.197712089,7.546331159,7.454175893,8.299299615,4.715662784,10.4836848,8.925943062,10.62540749,10.46849168,10.60173365,10.06782423,9.643807498,6.773284293,0,0.514400039,0,9.151359091,11.24549923,7.23374429,10.7240704,8.761936786,8.036536302,10.69491501,8.20191316,3.920035993,15.13147116,9.317494017,9.344364712,8.731726323,6.318792238,8.72297484,10.62806271,10.07872457
sample_11,0,2.941181449,2.663276298,6.561689667,9.376292554,0,7.860323472,0.75411786,0,0,2.449640605,1.021408657,3.153091917,0,0.75411786,0,0,0,8.732354006,9.796182411,4.84831747,0,8.614731926,0,0,0.75411786,0,9.501146516,6.695478871,5.58360934,7.596823359,0,6.332310511,0,15.14688684,9.859393461,3.541254625,0,9.353759951,5.37532099,8.359736385,0,0,0.75411786,1.021408657,6.211800708,9.060112252,10.2371741,11.23965819,1.246833688,9.260634964,9.216476692,11.49244909,9.978066894,8.053524097,9.01869815,10.63581786,6.570783191,9.573781606,4.931815408,6.067950573,4.947951302,0,4.543112269,11.3354741,11.01685006,10.21901117,1.766807151,9.451786014,4.236569152,9.073043633,5.751316423,5.128689329,9.032952122,0,9.550194608,6.964941505,1.021408657,9.500955379,8.840025701,8.934150828,6.043980925,8.788313767,0.75411786,0,0.425781539,10.58029626,9.483956816,11.8941963,10.27003831,10.1245737,6.832155825,6.814665773,9.748615531,1.766807151,9.362064359,9.525542342,6.565563667,10.21817572,9.371813664,10.00434689,10.52959648,9.88894716,9.978066894,10.3635982,9.298990453,3.360195695,2.25586325,0,9.905048481,8.362750405,0.75411786,10.63893362,8.652145858,7.801372095,10.78474116,8.791670836,4.795792918,11.23944936,8.318447907,9.36807206,8.120896208,9.155255913,7.825811063,10.28240505,10.1652462
sample_12,0,3.970347518,2.36429227,7.1454431,9.24060532,0,7.810757984,0,0,0,1.12201002,1.565987041,2.698262937,0.47736648,0.47736648,0,0,0,0,9.217031944,3.433480286,0,8.174141722,0,0,0.47736648,2.782911743,9.30999013,6.629927756,5.12572135,5.315548117,3.079122064,6.754727194,5.677962008,13.83915457,9.327707571,0,0,9.686053993,0,9.830996817,0,0,0,0,8.489571033,10.14962012,10.33668507,11.16632003,0,9.30370085,9.098187401,11.49705844,9.490712516,8.610301424,9.250855016,9.942140588,5.994242543,10.20914871,3.267161218,7.246588603,1.12201002,0.835358201,2.048689573,10.26259994,10.94629223,9.496991551,2.512454463,9.290244682,6.105240158,9.038112391,8.420250794,5.227687174,8.807544907,0,8.881383198,4.026277762,1.12201002,9.475494313,8.426839202,9.360783451,6.371968265,8.935539306,6.440992051,0,0,11.15619687,2.938605728,8.936696823,12.81610166,9.682615432,3.484924373,4.545529812,6.282860468,5.424948954,8.436669905,8.54060466,5.514308504,9.600459327,9.307312395,10.2422214,10.8793918,10.01666902,10.34671317,10.02700749,8.660099321,2.299127408,2.048689573,0,9.643536958,9.970609236,1.360982241,11.12841327,8.408643936,8.86845219,11.11240041,9.512566657,4.88886499,13.73429682,8.806282163,10.41708245,8.837536481,7.840683524,8.036552785,10.40769265,10.2561615
sample_13,0,1.551048373,3.529845928,6.326824938,10.63384893,0,8.944659359,0,0,0,1.413648237,0.501821265,2.479282307,1.168642036,0,0,0,0,0,8.52653445,0,0,10.71784775,0,0,0,1.413648237,11.25076029,4.93249588,8.156047672,0,0.873419503,7.041023897,0,12.88265833,11.43762205,0.501821265,0,9.775964121,1.168642036,10.05856003,0,0,0,0,4.331762533,11.34537198,8.261023,11.47310196,0.873419503,8.002443748,9.596113332,12.84106305,8.38289633,6.679592696,5.325731791,10.38280773,7.849711592,8.52653445,2.246134421,4.827549764,0,0,4.071127661,7.443465756,10.71678517,12.4198338,3.012979792,6.518717667,4.361263047,8.314791675,3.839203788,4.239451508,8.955580168,0,4.418513809,4.361263047,1.413648237,10.64423485,8.513455215,10.32736177,9.786802166,8.261023,1.805746451,0,0.501821265,10.16694135,1.805746451,9.104750746,5.063904115,10.0731106,1.168642036,1.622977191,3.220376393,8.009447953,4.80947104,8.945876873,2.583085777,10.88776133,9.559992662,9.626804145,11.13356609,9.950491743,10.93971143,9.036670913,5.783514277,2.479282307,0.501821265,0,9.489938251,10.66152872,0.873419503,11.27056982,7.801889392,9.412787875,10.96485345,8.79865324,3.220376393,10.6063867,8.495271437,9.264538777,9.69645467,6.731346187,9.825092347,9.6956372,9.124240239
sample_14,0,1.964842186,2.183010037,6.596832302,10.24814105,0,7.087250665,0.44148348,0,0,0,0,2.896213714,1.480368537,0,0,0,0,0,7.993498882,2.750306359,4.240459355,9.580090824,0,0,0,0.44148348,9.030719547,7.468868374,8.245191393,0,0.44148348,5.618141729,0,11.79527262,8.184929877,0,0,10.0784177,0,10.38267806,0,0,0,0,3.5088216,10.98318602,10.21244775,11.81162756,0,8.112121479,9.518039363,11.08514046,10.14151965,7.748910663,6.258255085,11.18036297,4.872089989,11.81090897,1.654527196,6.31761521,1.052485453,0.779133624,2.405039322,10.11705863,10.47919418,10.37336546,2.304043696,6.989014083,3.795912373,6.964410185,3.553495673,3.596839754,9.22190849,2.195473592,3.97081685,2.750306359,0.779133624,8.696877138,9.179777252,8.847749548,8.975681769,7.816919644,3.028710586,0,0,9.942241775,4.836373584,6.086467463,5.686035428,10.81905341,0,1.809949439,2.078029088,7.418426104,6.244694915,7.877480468,0.44148348,11.95030802,8.500881705,10.14880703,10.14608494,9.525767436,10.29863541,9.50103104,5.256855928,1.480368537,1.9502071,0,10.04360151,9.234827009,3.719544891,11.64340077,8.738311857,8.866682385,11.52061377,9.269554514,2.195473592,11.29313249,11.36774235,9.440615895,9.917885212,7.265680675,7.914349251,10.46374914,10.14926445
sample_15,0,2.901378602,3.685368338,6.669664609,9.999098034,0,6.948834426,0,0,0,0,1.227556261,3.377373665,0,0,0,0,0,0,8.392201487,3.708750075,5.539741976,8.257430274,0,0,0,2.565475321,8.472504018,7.402219069,7.690284386,0,0.92181714,5.15134742,1.227556261,13.91556198,9.367764188,0,0,9.00679451,0,9.261392124,0,0,0,2.194654434,5.649471757,11.04127584,9.999732288,11.04035822,0,8.452253598,8.735769239,10.61848645,10.0370527,7.805543977,8.227606317,9.724955462,5.736756388,11.97370454,3.936524874,7.34879896,10.24753594,0.92181714,4.626614352,9.319008193,10.07582675,11.15203127,4.910243367,6.647953391,8.039330346,8.236191228,6.126663179,6.90643367,8.62573441,0,5.636560822,5.486337885,1.881038076,7.762574717,8.89603566,8.806646282,6.235393915,8.783404268,10.7494337,6.862761322,5.147164213,10.52568719,2.946431437,9.710396636,7.30357072,10.81214521,0.92181714,5.991222505,7.307647099,8.113424426,8.48336033,8.368969097,3.708750075,10.8570168,9.075377529,10.20553669,10.17460116,9.783964049,10.49784186,9.620632227,6.527231453,2.194654434,1.69425619,0,9.107313862,9.323133594,3.804218807,11.13720891,8.864545226,8.614257091,9.993419626,7.540337306,4.866675586,11.33699184,8.552011955,10.36959735,9.571447389,7.761624363,8.292836953,10.52284631,10.48168845
sample_16,0,3.460912899,3.618473603,5.661048373,9.73121719,0,8.435591093,1.033652052,0,0,0,2.640644063,2.719205349,0,0,0,0,0,0.763921421,10.10357632,5.67993606,6.363405899,9.097097188,0,0,1.033652052,4.523022413,8.267638791,5.094307865,4.756500281,0,1.457016363,7.092778279,0.43199729,13.26529125,7.043311692,1.033652052,0,9.34876577,0.763921421,9.652057997,0.763921421,0,0,2.166940346,5.756454913,9.95014614,10.02117432,10.90414536,0,9.016607745,8.886589775,11.57729664,8.866228001,8.536690157,8.084967793,10.84404663,6.073036133,8.757556689,3.281965254,5.423221823,8.922319773,8.287116712,3.429482065,10.57745715,10.45129355,12.68706725,10.92190786,7.563379339,5.923413064,11.31207745,6.91147588,4.544763562,9.536103425,0,3.563304589,2.375400929,0,9.012392683,8.536690157,9.146805393,9.172012393,9.667620743,0.763921421,2.274947431,1.033652052,10.40486481,2.557532628,13.64189369,8.472922302,9.643266368,6.073036133,6.84294113,8.845577864,0,7.478389434,8.663817802,3.332822486,10.91982422,9.258735614,10.09209642,10.68214311,10.4559539,9.920312656,9.306442255,6.620450052,3.332822486,1.6296597,0.43199729,8.819061399,9.871686584,3.281965254,10.26780497,8.957186221,7.998990888,10.14953121,9.022556461,4.955131432,12.09190805,9.047516577,9.896203721,9.376305579,7.705266052,7.449866718,10.74077581,9.924981699
sample_17,0,3.00451937,3.007177557,6.524204753,9.062661412,0,7.995936704,1.687419077,0,0,0,1.07751647,2.233059745,0,1.687419077,0,0,0,8.805347278,8.317150282,3.802668866,0.768247855,7.697196949,0,0,0,0,9.69197203,3.877233819,5.375671993,6.99112498,0.454281196,6.445822694,0.454281196,14.89865807,10.12533597,4.95329318,0,9.341469899,5.811198701,8.961319455,0,0,0,0.454281196,7.048715725,8.78370219,9.481014311,10.15888735,0.799336025,8.703955468,8.801763318,10.77028397,10.18893495,7.839203788,9.865716261,10.17422663,7.052741924,8.28155453,5.23586489,6.463901958,5.457302073,0,4.31300635,10.98014672,10.51801378,9.792939923,3.506360745,9.122219735,4.489774118,7.237477677,5.330336099,4.603964541,9.415276989,0,6.982697022,7.319997199,3.005849076,8.927712788,9.066651624,8.342047992,5.795421503,8.102747352,1.07751647,0,0.799336025,10.9372561,7.18706499,11.5032394,10.96717581,9.880520238,4.559369442,5.248420983,7.084563933,0.454281196,8.059366094,8.728121193,3.409173667,10.20802702,10.14669595,10.31375602,10.04219288,9.993787563,9.60824558,10.22952784,9.377240903,3.458578865,2.538960233,0.454281196,10.10706011,10.10075431,3.192651841,10.33416153,9.16667026,7.712478852,10.56035194,8.159871337,5.248420983,10.89805716,7.671236751,9.543172989,8.267760499,8.71165665,7.149950302,10.44533564,10.27721765
sample_18,0,1.541465278,2.541539619,6.84325528,9.444468298,0,5.479091486,0,0,0,0,0.401193551,2.456438202,0.714751059,0.401193551,0,0,0,7.433376793,10.60271742,1.19061486,3.758740227,8.026241239,0,0,0,0,9.223967898,3.172391503,5.423272255,7.838939165,0,6.7822775,0,15.57656111,10.34337451,3.854584179,0,9.187940909,2.689410993,9.324065757,0,0,0,0.401193551,6.254456101,9.155863052,10.33552434,10.87439739,0.714751059,8.427731867,9.366027087,11.33101768,9.982851009,7.732038502,7.77491222,10.34159665,6.621569864,9.419016326,2.277211136,5.677043055,5.167803482,1.697907232,2.178491568,12.22397755,10.3146059,10.32438309,3.172391503,8.207726948,6.886854944,7.628321589,6.955545297,6.44701047,8.896250654,0,9.597391501,5.088455413,4.143393419,9.699539487,9.066377162,8.654822171,5.93822462,8.195155633,0,0,0,11.09977516,8.630518323,12.06131718,11.03578197,9.308100078,5.291062004,6.992349245,9.90827702,0.401193551,9.477934293,9.368128823,5.167803482,10.42605505,10.37402876,10.01494105,10.63769356,9.842791885,9.95422976,11.03798615,8.085339669,3.720650584,1.958100262,0.401193551,9.230142957,9.150991161,1.19061486,10.94084946,8.591481206,7.830832074,10.67608049,9.163949001,3.364278261,11.93588695,7.568662994,9.914521173,8.483191011,8.907852072,7.727682254,10.71356695,10.22778439
sample_19,0,4.167582729,3.841389484,6.976123014,9.982252078,0,6.97737152,0,0,0,0,1.275305094,3.321466359,0,0,0,0,0,0,7.890471013,2.931531784,0,8.3687989,0,0,0.55924706,5.113517151,9.64182236,6.253401256,3.628120328,0,0,6.598581081,4.731715463,13.45216401,8.599399627,0,0,9.793473258,0,10.54678838,0,0,0,0,8.009240785,10.3111693,10.49990567,11.70409384,0.55924706,9.056052391,9.436307614,11.86420162,8.928328866,8.167302726,7.855503902,10.05791052,6.198926269,10.53209288,1.751720787,7.324333586,1.941519524,0.55924706,0.961252884,8.389317278,10.2933222,8.887427788,2.740323164,8.157766292,3.388230875,6.716620573,6.804802186,3.388230875,9.340506636,0,7.881805309,4.539481442,2.740323164,10.00374277,8.949543687,8.931467369,5.658111491,8.915992878,2.395501575,0,0.961252884,10.95940793,2.519843797,9.001115403,13.79310539,8.274876633,1.533114772,2.109226816,3.833740194,5.841678815,8.570941018,7.952455883,2.740323164,9.559113194,8.976916341,10.82201308,10.70124581,10.06684264,9.457838447,9.065009457,6.031176817,1.533114772,0.961252884,0,9.880116121,10.55679342,0,11.42110756,8.798170432,8.391475605,11.30548609,7.594302207,3.785016897,13.08002136,8.663138221,9.861144302,9.007767352,5.888558182,6.882129456,10.58236783,10.86659894
sample_20,0,2.066915812,2.619952893,6.757996631,11.12394032,0,5.415674173,0,0,0,0.44625623,1.4918018,2.765471097,2.514071749,0,0,0,0,3.106365072,8.923743445,4.172863502,2.700994494,10.10335338,0,0,0,0.786596362,7.433101332,1.666711152,6.098295324,0,0,6.919638031,3.431221784,13.05640063,5.390963402,0,0,9.260293877,1.061707085,9.468021182,0,0.44625623,0,0,6.724622989,11.10316976,9.882919641,8.72427509,0,6.689578726,7.293407272,11.15821204,11.68219579,8.790729689,7.568746585,9.204656725,3.106365072,9.055385481,1.061707085,8.047123912,9.634517037,4.362757417,2.765471097,10.65225344,9.551929311,9.579530911,5.693420048,8.88886499,4.924152156,4.740727922,3.330859528,8.810664812,9.818355291,0,3.044341657,5.102170993,0.44625623,8.025527183,9.450190559,7.471910903,7.963000084,7.300059644,3.774723817,0,11.57588901,9.794409368,0.786596362,6.78276238,7.667225108,10.83741506,2.09163214,4.229718651,6.734479312,5.533264313,8.797797684,8.017298387,2.419484958,11.8272633,7.336104825,12.32325184,10.04267169,9.979325154,8.79426639,11.42639581,6.909977064,1.292722863,1.292722863,1.292722863,10.25098525,9.293175032,0.44625623,9.059309306,9.829892361,7.026866439,9.429103315,7.752146451,5.023964991,12.61686583,8.163081039,11.44019956,10.12036749,6.119134111,6.057653881,11.46869531,10.6995551
sample_21,0,3.529783473,2.976711894,6.038416427,9.437972568,0,5.893828147,0,0,0,0,0,3.250537189,0.472071799,1.553704546,0,0,0,6.473824245,10.19918155,1.732442877,0,8.697825935,0,0,0.827249962,1.11196609,9.169707078,2.034638318,4.598651048,3.565609361,0,6.060174954,0.472071799,13.88511483,10.24039782,0,0,9.280731339,2.164882798,9.009878992,0,0.472071799,0,1.349704962,4.347474324,9.781069506,9.460345309,12.14314721,0,8.691045553,8.929681537,13.50462039,10.52371876,8.005085543,6.349197175,12.03190793,6.52324045,6.88164015,0.827249962,6.457774847,7.643805695,3.190630662,7.604167718,11.30350679,9.518617752,10.60916027,1.732442877,7.156801084,5.194461392,4.792496195,7.06383726,6.111402792,8.211367565,1.891419187,5.703305613,4.551792841,2.767061498,9.105929455,11.05054251,9.093029272,5.554493692,7.387784713,2.682595769,0,0,11.61920665,10.45891921,12.48986301,8.400102391,7.963173531,5.776456721,4.998723552,8.02666729,0,8.678871224,9.113341072,3.742943981,9.215523293,8.36156222,10.94541457,10.55597908,10.79603961,9.626424534,9.64955798,5.984830843,1.732442877,0,0,9.556197557,9.09813212,2.846854321,10.95501777,8.383471024,6.942807706,10.80262137,8.960280015,1.349704962,11.35707909,7.446603626,9.269916788,8.000732433,7.717306278,6.307494101,10.70078648,11.13293665
sample_22,0,1.131852846,2.351515261,6.845841273,9.196860276,0,7.853827273,0.462785263,0,0,2.257644299,4.201469196,2.56481713,3.581134284,0,0,0,0,0,9.986723789,5.412903438,3.84231514,6.32957392,0,0,0,7.158165325,9.528491228,5.115245535,7.981533034,0,0,4.906962729,0,15.64725885,7.783751292,0.81262144,0,9.379166063,0,8.760480449,0,0,0,2.009239665,5.450825242,9.807123042,9.308639371,11.25541221,0.462785263,10.02736696,8.7209385,11.25920186,9.986183363,8.175923742,8.334769371,10.14928986,6.118046117,6.149131303,2.817909722,6.303214516,1.09396575,7.52400097,6.519975856,10.67930415,11.07596041,12.51172301,4.948554127,8.276133713,6.231319117,8.543662136,7.199584014,4.611721255,9.181905095,0.462785263,6.555214907,2.964934576,1.531618511,9.346420653,7.503102222,10.23011653,6.817674416,10.14352352,1.531618511,0,5.034303768,11.184739,3.333022929,11.51998018,10.84242892,9.507653931,1.531618511,4.633867092,6.935542253,4.760050581,8.279647722,8.894932932,3.486946009,11.34476748,9.717285712,10.70044839,11.84929953,10.98707922,9.652319772,8.124059259,7.142801427,2.009239665,0.462785263,0,8.247690209,9.290454355,0.462785263,10.47863818,8.7866617,8.405669078,8.982756908,8.209492357,1.708981769,11.19431364,7.872570233,9.51064946,8.876473972,6.623214295,9.039851229,9.969314565,10.06927521
sample_23,0,3.121844298,2.47394273,7.119615557,10.73248968,0,5.506030621,0,0,0,0,0,3.177279996,0,0,0,0,0,0,7.648300053,1.340619235,0,9.8036791,0,0,0,5.431141535,8.8200449,7.134056614,9.033158667,0,0,5.741620686,1.103933991,9.710344973,10.12800721,0,0,9.390416193,0,11.14772644,0,0,0.467905469,0,2.669933836,10.88817245,10.12106722,11.39086219,0,7.959381846,9.559644763,10.52606881,10.16072863,5.791972915,6.579481885,10.35091709,6.847696314,10.92389197,0.820730401,6.51234384,5.530155039,0,5.469071952,7.985785025,9.966121836,13.47459321,1.340619235,6.047322439,1.543842287,8.46865255,0,1.103933991,8.948668005,0.467905469,1.103933991,2.669933836,0.467905469,8.742952736,8.109026177,9.881337309,7.69769738,7.518653156,10.32357273,4.158514768,0,10.62214336,0.467905469,8.752440862,3.686769432,9.499823968,0,3.503959271,4.305525536,8.883449755,5.296978592,8.731787407,0,10.41304608,8.366842365,10.34327456,10.0042907,10.18325078,10.55832504,10.75249773,2.909465911,1.721985046,1.880489627,0,8.441877664,10.5638064,0.467905469,10.93523136,8.958703502,10.30140474,11.81831854,8.46865255,4.629636388,12.49846031,9.188279752,9.820282692,10.71681089,8.136786096,8.303515925,10.68384556,10.11908378
sample_24,0,4.801851894,2.648465443,6.009255344,9.611917442,0,6.38135952,0.902498123,0,0,0,0.520648536,1.935535181,0.520648536,0.724213687,0,0,0,10.31227036,10.91368978,2.824767853,4.530052009,6.517631598,0,0,2.47604463,0,8.054815925,4.376859902,3.570875764,9.434792919,0,10.25055898,0,14.93091748,9.886220894,4.759075919,0,8.755435088,2.47604463,8.759781683,0,0,0,0,6.799592472,9.565915091,10.32234506,11.02243717,0.724213687,8.667892125,9.478079954,11.2423405,11.02680697,8.472617738,8.483170853,10.6621966,6.034396217,9.160716024,3.620668513,6.309891026,5.424344357,0.28368476,6.243330148,12.18734898,9.595802003,10.74107087,1.204078098,9.784307667,3.719172486,6.354790649,3.876880337,4.650913875,9.648318031,0.28368476,11.27028364,3.97982415,1.453438561,8.942866339,9.666564882,7.961044467,4.279798131,7.266730331,1.453438561,0,0.724213687,11.17247126,8.791260585,10.41365966,11.819277,8.396506315,5.125237805,6.736307214,9.865196606,0.724213687,8.455750513,8.301326994,4.625732218,11.32825417,8.961924244,11.16948035,10.50753699,10.24977715,9.182463879,11.19498457,7.35555372,2.531319072,1.563597463,0,9.930267203,9.049734218,1.665938454,9.867547482,8.994868189,6.805202155,10.43624306,8.776321166,2.910655921,12.10335994,7.953474782,8.802538983,8.631260741,9.275959184,7.089296868,10.75079909,10.76126034
sample_25,0.341758085,4.317702028,3.64267847,6.790003056,8.435999387,0,8.573628254,1.216051258,0,0,1.041593449,1.757706017,2.313042641,0,0,0,0,0,1.371670371,9.708971771,5.045228892,5.297180409,8.758639637,0,0,1.757706017,1.757706017,9.329197613,2.713035895,6.66793469,0.84309947,1.371670371,6.847232777,1.371670371,16.96939776,9.059117289,1.371670371,0.338681125,9.318475023,0,10.01006648,0.612777105,0,0,2.825032544,7.61489385,9.363217081,9.92229301,10.81199274,1.041593449,8.852164303,8.477292806,11.48923584,9.537723158,8.158513758,9.539775315,10.07450276,6.486196274,9.348066398,6.407430935,6.752186601,3.466705419,5.356062797,3.02586156,10.72283314,10.71585048,14.02917505,5.472413035,8.493271049,9.098650624,9.728003815,9.917958288,7.856419303,9.341020604,1.041593449,7.37610802,5.619439423,2.653610384,8.29187518,8.618998426,9.288263961,6.980779364,9.720784633,1.757706017,1.866393698,1.216051258,10.74794958,3.883650139,12.15620319,10.67416578,10.16739306,6.81933608,7.467377309,11.15341903,4.287132415,9.232871774,8.671438456,5.999540068,10.61867915,9.352162634,9.970652371,10.68069356,9.700737937,9.614244205,10.28037641,6.692203992,2.59163155,0.338681125,0.338681125,8.468697347,10.23990875,0.84309947,10.15002649,9.104210838,8.359433319,10.49662413,8.717511926,2.825032544,12.0331683,9.234139624,9.69476182,9.283370844,7.579406457,8.101277127,10.65404523,10.26649376
sample_26,0,2.325242483,3.247092027,8.174006857,10.06505255,0,7.487446152,0,0,0,0,0,2.759581973,0,0,0,0,0,0,6.944553949,2.951214764,0,7.163659738,0,0,0,0.566571641,9.569891675,0.566571641,4.742653014,6.921840937,0.566571641,7.769864285,0,12.05427192,6.904568393,0.566571641,0,9.73370853,0,10.08626894,0,0,0.566571641,2.759581973,7.149066251,9.382984925,11.39379264,11.64218259,0,8.939946452,8.60067489,11.16481267,9.540374119,7.420162352,5.700054023,10.78334206,7.407956014,8.628995901,4.076644601,6.291944228,0.566571641,4.232430521,3.341843463,7.712554513,10.58980093,7.839165988,0.566571641,7.529368082,2.858577849,8.75480735,1.547943311,3.038260575,9.443038843,1.288653864,11.70380843,7.668892074,0,6.193355825,8.984506755,8.938576913,6.002848762,9.576268918,1.288653864,0,0.972325042,9.631555418,4.90014226,11.57051985,8.648149028,9.562568711,5.371698247,5.42112229,6.814960513,0,5.075019125,8.459964334,0.972325042,10.58710241,8.504592587,10.84877158,10.61656722,10.47504434,9.917864332,9.774688241,4.470146367,0,2.126642531,0.566571641,9.492045443,11.02528493,0.972325042,11.2257738,9.073496254,8.139060139,10.48815145,8.005018153,1.547943311,12.3707773,8.141519646,8.766008716,8.924364189,8.220417025,5.603448315,11.11727297,9.73370853
sample_27,0,0.657091174,1.026304324,5.411195722,9.601388247,0,6.263873855,0,0,0,0,0.488926268,2.732920382,0,0,0,0,0,2.44299656,9.087505273,1.593162515,4.578612712,6.926295995,0,0,0,2.546240084,8.81253994,4.289664813,9.842823306,0,0,5.568728347,1.593162515,13.43262019,6.474883774,0,0,9.08214638,0,10.3550427,0,0,0,0,2.546240084,10.20878304,9.232914933,11.6805749,0,8.541305743,8.968231903,12.12390476,8.785096042,7.841350483,7.601718798,10.48011362,6.29385601,10.48296926,3.046438674,7.451268818,3.7980194,1.386093558,5.020924396,10.27649667,10.24136353,11.70710457,2.732920382,8.806053333,5.369567685,8.075126121,6.882581917,4.347991572,8.665488707,0.853516665,6.387207426,5.884934869,2.211292604,9.412305205,8.913760078,9.867482618,8.42338488,8.544442882,8.978653265,2.211292604,0,9.449841963,0.488926268,7.357420045,6.468324273,8.389923828,0,2.732920382,2.817909722,8.017894078,7.502497689,9.035214245,3.470627966,13.19306174,8.033527621,10.88683209,11.00312433,10.37402876,10.65417952,10.80330777,6.33047773,1.774249407,0.488926268,0,9.644932399,9.036321996,8.077280391,11.3336753,7.969950537,7.697356828,10.84155649,8.838201744,5.090904229,15.14376186,8.412303088,9.442331879,9.162547423,7.416535771,8.878329919,10.23066896,10.43205118
sample_28,0,3.670081181,3.382791737,7.581938691,9.386657928,0,7.140523054,0,0,0,0,0.790521838,2.69432306,0,0.448689552,0,0,0,0.448689552,9.380354997,2.773426728,2.294929471,6.143283204,0,0,0,5.712626043,8.365062585,3.052520232,5.239356031,0,0,6.02888073,9.739279376,12.35771144,9.60108177,1.673104098,2.098790088,9.499305772,0,9.768539991,0,0,0,0.790521838,8.483025706,10.48991819,9.193421867,11.22867441,0,8.722394298,8.938409305,12.68378855,9.371639446,8.176003557,5.283269894,10.21362675,4.396823951,5.630009328,2.773426728,8.317249793,7.913236499,6.035073997,6.090192891,9.034856724,10.49101128,10.70508803,1.829362492,6.236978537,7.36145256,8.234841376,5.42477096,3.857851644,8.483025706,0.448689552,5.412466536,3.231294154,3.533575807,7.958906459,8.814120986,8.401319007,6.793180599,9.007534715,1.497842259,1.497842259,0,11.35782688,1.497842259,7.794981136,9.750933044,10.0148016,0,2.325703013,2.427069755,3.339251427,6.89730094,7.533244064,4.091911357,10.73503978,7.958378712,11.58896287,11.19157129,11.32906191,10.68220457,8.717402251,5.374907323,1.066605884,1.298247734,1.066605884,9.640523324,10.24388801,4.493455201,10.58275356,8.627103383,6.715824748,8.955475553,7.591716812,2.427069755,11.1709453,9.364471755,8.14658904,9.248112584,6.91048084,6.090192891,10.05520108,11.55927192
sample_29,0,5.688295076,4.899948986,10.12952774,10.09369485,0,7.389902323,0.395282204,0,0,1.531568609,0,2.15924166,0,0,0,0,0,0.395282204,7.340259599,3.58863669,4.850529418,6.116645466,0,3.249339145,0.96014098,2.436215153,8.374678712,3.044166768,6.45357684,0,0,8.662415592,4.694746501,12.03320273,6.335127698,0.705137467,0,9.988869272,0.395282204,11.24238814,2.987957476,0,0.395282204,0,8.737348759,10.93712366,9.000529642,10.60449763,0,8.459698001,8.724507032,11.48058827,10.64990282,8.085987568,5.666617428,10.74438818,5.927901193,5.882381384,1.176705738,6.6043679,10.58391015,0.705137467,4.891394882,9.705478607,10.11189204,9.603965654,0.705137467,8.164147678,2.053667449,6.021863892,1.176705738,0.96014098,7.771225336,1.816108144,1.680819425,5.827392249,0.395282204,6.647503038,9.494133556,8.695190005,9.497438724,8.085987568,0.705137467,2.436215153,0,10.14920093,2.349676658,4.622748832,9.570269375,9.624846621,2.436215153,2.668504942,4.039384087,8.038353869,6.14262174,7.754480017,1.176705738,10.33351318,8.875417624,11.61102941,11.33717587,10.47854718,8.953614461,10.58064487,4.712194059,2.86852874,2.15924166,1.176705738,9.232128281,7.818313744,1.531568609,10.73853986,9.878717679,6.411892267,7.430009221,6.049585029,1.680819425,12.96738479,8.9996421,8.239798989,8.630121483,5.313412754,8.33861606,10.22257758,12.14353628
